id,Number_of_Shots_Fired,Distance_of_Victim_from_Police,Response_Time,Number_of_Officers_Involved,Time_of_Day,Population_Density_Of_City,Duration_of_Incident,Distance_from_the_Nearest_Police_Station
3699,7,173,16,3,02:08AM,243410,35,1513
3701,1,128,9,6,03:31PM,335891,16,696
3702,10,1469,7,2,04:33AM,408701,11,1743
3703,4,896,14,6,03:55AM,384799,28,1043
3705,4,1428,3,3,08:25AM,222170,70,1725
3706,8,368,6,3,05:15PM,228089,11,585
3707,4,327,10,2,01:50PM,105655,62,1997
3711,3,718,2,6,08:01AM,313952,77,364
3712,10,935,2,3,01:04AM,130850,88,666
3714,4,1022,7,2,06:53PM,467389,18,1484
3715,1,301,18,2,10:58PM,222524,33,597
3716,10,1475,3,3,04:38AM,125165,35,1641
3717,9,752,18,1,05:26PM,370318,15,729
3718,4,465,15,5,01:16PM,345313,31,485
3719,7,444,2,6,06:06AM,488105,69,1468
3721,1,288,8,5,08:38PM,234390,62,1605
3722,2,1401,8,4,10:31AM,478908,57,1881
3723,0,1480,2,3,10:06PM,176584,10,1009
3725,3,1473,3,5,11:54PM,183204,88,634
3726,0,179,2,5,05:31PM,271083,32,340
3727,9,419,19,6,06:47PM,372743,15,1975
3732,7,86,15,5,06:02PM,247301,11,915
3733,6,1024,20,4,07:45PM,209534,10,1167
3734,0,772,0,2,01:24PM,442558,69,127
3735,5,1347,16,4,09:22AM,131560,73,259
3736,0,126,8,4,06:28PM,482718,7,994
3738,4,998,18,1,07:00AM,118456,21,425
3739,5,608,6,5,09:25PM,185804,72,685
3742,8,1498,2,5,02:30AM,204108,40,1749
3743,9,102,13,4,09:45AM,434652,9,1874
3744,10,638,13,2,05:09PM,219930,29,1607
3747,9,90,9,2,05:47PM,193848,3,1380
3748,6,1156,14,3,02:21PM,175797,73,737
3749,9,1346,19,3,02:46PM,339242,35,237
3750,1,1048,20,5,04:17PM,140017,67,457
3751,5,945,20,6,03:20AM,277096,33,359
3753,1,666,13,1,05:47AM,270080,85,652
3755,7,479,2,3,11:59AM,181977,10,1900
3756,3,193,17,2,01:42PM,135782,78,1664
3757,10,744,0,5,03:16AM,438862,18,1251
3760,1,1383,9,6,02:18AM,352760,35,1900
3761,1,107,9,6,09:40PM,251804,82,133
3763,4,655,4,3,10:32AM,106540,39,1486
3764,6,547,10,2,03:30PM,432383,31,1573
3765,5,379,2,4,04:59AM,300728,66,1607
3766,9,216,13,5,03:43PM,493423,14,336
3768,7,704,3,4,05:46PM,264105,26,1067
3769,2,1021,18,1,04:16AM,271083,84,274
3770,7,792,18,4,04:56PM,152472,81,863
3771,3,1456,6,4,01:51PM,288603,36,860
3774,3,818,16,1,02:53PM,427383,33,373
3775,10,1193,20,3,05:50AM,110951,52,1188
3776,10,918,13,2,05:34PM,298099,6,623
3777,9,241,14,2,11:11PM,165744,76,1241
3778,7,320,0,2,03:36PM,152472,44,1246
3779,7,561,4,6,07:13AM,451652,48,750
3780,0,258,0,4,06:45AM,335046,28,363
3781,1,1448,6,6,01:14AM,182540,51,552
3783,10,841,8,4,01:56AM,209299,71,559
3785,9,173,10,4,11:03PM,467169,83,1393
3786,3,151,14,3,05:07AM,426975,15,529
3787,6,208,19,2,04:53AM,114617,15,1159
3789,3,1393,2,5,01:48PM,174749,65,873
3790,4,1389,11,3,03:35PM,318944,76,1968
3791,0,452,16,2,10:33PM,101138,51,859
3792,9,455,2,4,10:26AM,244044,63,374
3797,0,925,6,4,10:27PM,420753,54,1480
3799,3,1201,20,2,02:08PM,175797,55,494
3800,2,1288,8,6,08:33PM,323575,16,801
3801,6,1039,16,1,03:42AM,309385,15,1192
3802,5,976,13,4,01:10PM,243398,13,827
3803,6,770,10,5,06:37PM,155741,53,469
3805,5,252,15,6,07:01AM,356932,61,708
3806,1,153,18,1,11:56AM,424906,73,1563
3809,10,1264,2,6,12:07AM,311420,73,1039
3810,0,78,1,2,08:11PM,408236,16,1448
3811,0,1017,15,4,04:17PM,190465,86,1381
3812,0,1189,5,1,09:08AM,458838,22,703
3813,2,574,19,4,03:13PM,305130,5,106
3814,2,440,14,1,08:03PM,222524,49,464
3817,5,918,11,2,01:26AM,263682,53,1759
3818,0,1428,19,5,05:50AM,281559,88,181
3819,0,363,3,5,10:13PM,368829,58,882
3820,0,562,16,3,02:18AM,466307,68,1771
3823,10,941,11,3,08:27AM,370231,27,903
3824,0,390,20,5,04:16PM,473606,7,1406
3826,7,1337,15,2,03:05PM,413843,42,403
3827,0,73,14,4,11:56AM,193493,61,1840
3829,5,852,9,5,06:07AM,196186,61,970
3830,4,875,15,6,04:09PM,228636,71,220
3832,4,755,18,3,12:31AM,114233,48,1743
3834,0,361,11,1,05:14AM,208040,42,1543
3836,3,215,11,2,08:04PM,223545,19,380
3839,5,1490,4,6,03:59AM,482269,39,353
3840,10,1181,11,5,09:15AM,272962,89,1913
3843,3,1175,8,5,04:14PM,263682,83,509
3844,5,169,15,2,02:16AM,425053,14,1120
3845,1,485,20,4,01:00AM,219631,10,565
3850,7,1269,19,2,10:55AM,133659,84,1274
3851,0,13,5,3,02:51PM,173765,37,734
3852,2,1442,13,2,05:19PM,417986,73,1051
3857,8,1342,17,5,10:54AM,149221,60,1951
3859,5,203,5,5,01:36PM,148160,52,1092
3860,5,647,1,4,03:12AM,464641,54,1320
3861,7,354,6,6,07:20PM,193220,49,943
3862,4,1052,17,5,10:35AM,444338,67,1103
3863,8,532,11,6,08:26PM,336303,14,691
3864,9,1013,8,3,04:13PM,275156,18,662
3865,10,432,16,5,12:09PM,480938,47,1220
3866,4,1349,11,3,03:17PM,390538,64,947
3867,10,455,14,3,07:32AM,473606,57,1597
3868,5,1191,0,5,05:36PM,287364,74,461
3869,2,689,1,5,01:20PM,492284,11,611
3870,10,230,20,4,09:02AM,362858,76,1267
3871,2,145,0,6,01:23AM,484807,70,475
3872,3,628,17,5,12:44PM,319308,68,1750
3873,10,8,14,2,05:34AM,393821,11,1547
3874,8,1076,20,3,03:44AM,434994,34,839
3875,8,704,19,2,06:46AM,443979,50,1990
3876,1,136,9,6,11:59AM,438934,64,392
3877,10,150,0,1,10:39AM,210740,72,673
3878,3,770,3,5,11:16AM,438633,37,1735
3879,1,930,2,6,02:34AM,297149,25,1538
3881,5,1117,10,1,05:25AM,388063,76,1000
3882,7,905,11,6,02:59AM,264105,88,1572
3883,4,983,10,4,12:06AM,165744,63,651
3884,9,1342,14,1,02:24PM,165744,83,450
3885,6,731,11,5,04:23AM,426975,36,1634
3886,1,145,1,1,01:10AM,285970,7,1455
3887,7,410,13,1,02:50PM,434652,23,1971
3888,10,1427,12,1,05:48PM,481587,36,1404
3889,7,1482,2,6,03:12PM,237949,23,1133
3890,0,515,2,4,05:20AM,268440,12,1193
3893,2,412,15,4,05:11AM,118917,47,1592
3894,1,39,2,1,09:40AM,438862,88,1797
3897,4,301,8,5,04:26AM,136442,47,1444
3899,0,410,2,2,03:47PM,493891,14,1583
3904,3,627,9,4,01:52PM,261510,20,968
3905,7,662,1,2,04:23PM,365758,63,427
3906,6,1365,8,2,06:51AM,318404,4,193
3907,5,67,12,6,12:02PM,426975,52,1517
3910,10,152,17,4,08:44PM,294408,45,426
3911,1,1220,12,2,02:08AM,256241,85,1644
3912,1,797,7,3,01:09PM,125636,67,1944
3913,1,512,3,5,10:23PM,227569,89,1758
3914,3,1252,2,5,08:32PM,454089,61,630
3915,3,1312,15,4,11:26PM,295138,71,376
3917,7,173,4,2,07:37AM,465636,89,914
3918,10,933,11,2,08:49AM,190465,21,302
3919,0,802,17,5,08:09AM,347866,69,220
3920,3,255,12,2,08:54PM,227029,38,1096
3921,6,388,19,5,06:51AM,246185,33,959
3922,2,690,3,5,01:45PM,372085,61,1640
3923,4,1349,5,5,08:41AM,333957,42,1232
3924,6,1231,19,5,06:48AM,240291,71,419
3925,6,903,15,4,04:38PM,355765,70,348
3927,5,584,8,3,03:27PM,136512,51,885
3928,4,418,20,4,02:03AM,181640,28,1923
3929,2,263,18,5,08:05AM,139126,37,1781
3930,6,523,8,2,01:37AM,138483,7,1798
3931,9,897,9,3,08:29AM,219930,63,362
3933,6,752,19,5,08:34AM,236090,70,1297
3935,6,344,19,5,01:25PM,104335,71,429
3936,1,431,14,2,07:08PM,481431,28,1878
3937,8,862,7,3,05:52AM,291845,43,1118
3938,3,1252,0,3,01:38AM,137315,78,427
3939,0,800,13,5,10:06PM,330730,74,112
3940,0,858,0,5,02:10AM,488680,16,1221
3941,6,1159,18,4,03:13PM,152472,15,1005
3942,6,555,13,3,09:37PM,408236,47,1128
3944,0,1166,18,5,06:23PM,357261,35,1199
3945,1,559,14,6,12:56AM,267364,64,1087
3950,1,38,7,1,03:25AM,234390,58,1925
3951,0,1044,12,6,04:39PM,152472,29,705
3952,6,261,17,4,11:43AM,297140,15,1432
3954,10,109,11,4,02:38PM,106540,9,1729
3957,4,769,5,5,03:05AM,148621,23,735
3958,4,1007,4,4,12:04PM,427838,32,660
3959,0,58,7,4,09:13AM,176524,36,933
3960,1,510,19,1,12:24AM,404732,32,872
3961,4,785,11,4,04:56PM,186902,11,612
3962,4,71,11,5,01:58PM,190465,57,949
3964,6,600,18,1,11:08PM,478614,23,985
3965,4,973,5,6,03:01PM,454823,31,907
3966,9,953,17,5,03:02PM,374080,34,1170
3967,9,414,15,5,11:40PM,489175,19,657
3970,9,804,20,3,11:42AM,363051,65,1796
3972,4,1470,20,1,06:06PM,464660,51,847
3974,0,1005,5,3,11:50AM,421238,62,1145
3975,8,989,5,5,06:06PM,366819,38,295
3976,8,841,4,2,05:33AM,215112,58,684
3977,9,1228,9,5,12:57AM,428637,66,1520
3980,9,955,17,1,08:08AM,382510,75,1583
3981,9,1152,13,1,07:20AM,264105,57,1352
3982,0,713,12,5,02:11PM,379604,13,1849
3985,1,1268,0,2,08:20AM,499887,63,1669
3986,7,210,5,4,11:52PM,187252,30,417
3987,2,1148,11,3,03:18PM,317619,43,1124
3988,3,521,13,6,12:29AM,455716,65,1555
3989,6,496,14,5,03:17AM,294170,6,1892
3990,8,289,12,5,07:30PM,110068,46,1033
3991,2,169,11,4,05:30PM,489325,52,446
3992,9,23,4,4,04:23PM,464972,76,1116
3993,10,1139,6,6,04:58PM,271083,54,1534
3994,5,107,15,4,01:00AM,382510,85,1332
3995,5,1227,17,2,11:53AM,198978,15,299
3998,3,604,16,5,09:23PM,198978,32,542
3999,4,661,1,4,05:18AM,167144,24,1691
4000,4,62,11,6,04:47PM,264105,60,1726
4001,4,763,12,5,06:15PM,408301,68,1751
4002,1,262,20,5,02:59PM,286291,48,1061
4005,5,1165,6,6,09:22PM,165636,33,1237
4006,9,1074,0,5,03:52PM,110951,49,1981
4007,6,105,16,4,08:23PM,152472,77,1759
4008,4,285,8,1,11:59PM,152472,72,1644
4009,8,443,0,6,12:02PM,263669,55,139
4010,3,730,2,2,08:23PM,427838,73,482
4011,5,215,19,2,02:14PM,122062,81,236
4012,0,441,18,5,10:19AM,382944,69,342
4014,0,49,6,6,01:46PM,153425,49,1061
4015,2,283,7,2,02:23PM,174135,46,656
4016,2,468,13,3,05:33AM,106489,2,546
4017,6,1248,9,2,10:08AM,190465,83,526
4018,6,806,9,6,08:56PM,424674,40,475
4020,0,507,6,3,05:02AM,444406,58,193
4021,6,530,8,4,10:22AM,198978,17,369
4022,4,508,12,4,06:18PM,463946,73,1362
4023,10,335,11,2,07:19AM,457945,57,589
4024,6,711,0,3,11:35AM,357922,33,702
4025,4,1363,18,4,12:45PM,214028,45,1805
4026,6,1124,4,5,01:37AM,403846,47,1158
4027,5,594,5,3,09:11PM,175503,45,1263
4028,8,1124,20,6,01:11PM,425176,40,1055
4031,2,629,12,6,03:48PM,304696,22,1746
4032,5,226,13,3,09:50PM,240159,4,384
4033,0,673,5,1,01:35PM,348877,3,166
4034,3,863,7,3,11:12AM,333957,73,262
4035,5,811,7,2,02:41AM,266111,47,511
4036,5,1213,14,6,03:07AM,117020,20,175
4038,9,7,20,4,08:46PM,434652,23,1667
4039,5,658,9,1,09:46AM,273521,36,627
4040,1,13,13,3,09:15AM,342440,15,1343
4042,6,193,10,3,07:42PM,372241,89,1246
4043,6,166,2,1,04:02AM,113856,69,1527
4044,5,1081,20,3,12:13PM,488101,69,1286
4045,1,1018,14,2,10:57PM,238479,40,1183
4046,0,1122,7,1,09:54AM,343868,44,1409
4047,10,1461,15,2,01:09PM,253768,43,800
4049,1,1277,0,1,05:26PM,182529,2,257
4050,5,1281,10,4,07:43PM,480938,19,714
4051,4,1424,15,1,06:02PM,352775,77,126
4052,5,92,7,3,05:43PM,232975,89,912
4053,2,1338,19,6,04:33PM,232975,60,1394
4054,0,285,17,6,01:33PM,408236,32,1679
4055,2,1234,20,3,11:54PM,230532,25,1624
4056,6,1176,18,4,07:11PM,126815,24,1944
4057,0,1155,14,3,04:56PM,276500,14,1399
4058,2,726,6,1,10:19PM,190267,35,435
4060,8,493,5,5,05:34AM,428637,45,1906
4061,9,1061,12,4,02:48AM,124562,60,1644
4062,2,1382,2,3,04:26PM,425053,27,1869
4063,10,769,18,6,02:55AM,263083,60,1833
4065,5,519,13,4,12:43PM,196017,32,690
4066,3,659,9,2,03:22AM,467389,25,1841
4067,8,1347,15,4,09:14AM,261135,56,397
4068,7,1041,4,1,12:28AM,133659,34,1212
4069,3,44,18,5,10:50PM,287635,68,1473
4070,0,58,11,5,03:29PM,440568,51,1530
4071,9,579,17,2,11:44AM,467389,14,1055
4072,10,1174,14,4,10:47PM,351846,27,1112
4073,6,795,17,3,06:03PM,309190,15,1689
4074,4,457,17,5,11:34PM,307045,49,1108
4075,2,423,12,5,07:10PM,143043,87,870
4076,0,1034,9,2,01:10PM,222405,75,876
4077,2,37,2,2,05:49PM,393578,81,982
4078,10,1040,19,3,04:57PM,228089,14,463
4079,8,63,8,1,05:19AM,420131,23,1985
4080,3,488,2,2,02:56AM,494057,4,168
4081,8,85,5,2,12:32AM,335916,75,742
4083,8,1432,5,5,01:57AM,444406,7,1370
4084,5,1062,19,5,12:34PM,373798,55,1437
4085,5,99,9,5,02:01AM,254653,22,980
4086,8,824,20,6,10:59AM,405053,61,210
4087,0,1485,19,2,06:07PM,352892,2,1919
4088,5,93,7,3,12:08AM,479486,74,852
4090,5,1297,14,1,10:44AM,133659,29,1018
4091,6,1004,6,3,07:17AM,177378,18,917
4093,1,1024,11,5,10:43AM,467389,56,1063
4094,4,1010,18,5,02:16AM,287012,74,184
4096,3,1333,14,1,03:38AM,340854,63,294
4097,6,799,5,1,06:56AM,133889,25,1013
4098,3,479,20,2,09:20AM,143867,87,1551
4101,10,63,14,6,02:35AM,427772,4,1875
4103,3,1257,5,5,01:32PM,219930,66,1710
4104,10,1187,17,3,11:42PM,219930,27,1246
4105,10,839,4,6,07:48AM,428637,33,241
4108,5,1283,17,5,03:39AM,342440,69,143
4110,1,673,2,1,09:40AM,489457,50,1776
4111,2,773,17,6,07:37AM,165744,54,1538
4112,5,145,15,5,06:52AM,287484,19,786
4113,6,1387,14,3,03:08AM,137499,64,1382
4115,5,22,12,1,03:01PM,190895,27,1206
4117,5,1486,10,2,05:59PM,120298,34,1828
4118,0,1310,7,6,10:40PM,190465,17,203
4119,0,420,17,3,10:35PM,375807,79,1231
4122,7,166,2,6,12:08AM,322077,20,1652
4123,2,964,11,6,04:44PM,480938,74,452
4124,2,336,20,1,03:28AM,406494,57,858
4125,1,1496,7,4,09:33AM,101354,77,396
4126,6,234,5,6,07:02PM,187034,58,1192
4127,8,1400,17,3,04:34AM,487069,31,494
4128,4,685,0,1,02:39AM,270686,7,380
4129,7,840,10,3,01:36AM,270080,4,926
4130,4,561,1,3,04:05PM,407046,66,832
4132,10,848,4,2,01:52PM,312858,83,1319
4133,9,273,13,1,12:20PM,362256,90,468
4134,9,415,12,2,04:00AM,190465,42,1550
4135,3,1025,14,6,07:00PM,217884,73,323
4137,10,890,9,5,06:05PM,165744,14,783
4138,10,1309,15,4,03:25AM,475562,56,330
4140,10,973,20,4,05:17PM,405722,37,360
4141,1,1106,16,3,05:53AM,271083,88,1705
4144,8,592,9,3,06:23PM,297743,2,392
4146,4,406,17,5,10:53AM,314186,76,728
4147,5,814,12,5,11:31PM,442585,34,1614
4148,2,1192,16,5,11:35PM,136991,87,888
4149,4,1318,19,5,08:41AM,146982,80,1714
4151,1,269,12,3,03:05AM,318237,85,998
4152,2,499,9,2,02:02PM,271083,90,1551
4153,7,190,16,5,11:11AM,219930,64,1305
4154,0,1210,1,2,02:23PM,433451,28,1739
4155,9,613,5,2,09:27PM,239726,43,520
4156,0,1018,9,6,09:39PM,223259,78,1855
4157,1,1009,20,1,06:41PM,103257,22,1108
4158,5,1210,12,3,08:14AM,287635,71,1118
4159,7,1427,4,2,08:11AM,289585,19,748
4160,8,218,7,3,01:38PM,187252,21,241
4162,0,1499,3,4,09:06AM,213890,3,1416
4163,5,267,2,2,08:24PM,264105,44,1084
4164,1,1332,0,1,01:17AM,391312,74,803
4165,5,1379,18,1,10:51AM,299897,85,1156
4167,3,848,17,5,12:29PM,147953,10,291
4168,9,1465,3,5,02:04AM,205387,15,101
4169,0,670,7,4,07:11AM,205387,81,236
4170,3,1398,11,1,07:29PM,204141,46,1596
4172,5,559,20,5,12:06AM,219930,49,1827
4174,2,413,4,3,06:08PM,295242,61,1822
4175,6,1314,5,1,12:41PM,388039,28,827
4176,4,709,17,3,03:19PM,318404,83,238
4177,10,1451,16,1,12:23AM,261150,59,1358
4178,3,926,13,4,01:00PM,382510,74,297
4179,1,1046,19,3,06:11AM,230532,27,1728
4180,2,955,4,6,07:47PM,294938,42,1671
4182,10,1447,16,2,05:57PM,190895,58,1783
4184,5,52,2,1,12:53AM,480938,46,1821
4185,3,191,14,4,10:24PM,427428,73,943
4186,6,1452,8,1,11:32PM,280260,36,126
4187,5,173,17,3,07:59PM,447525,33,933
4189,8,1297,13,5,10:05AM,407046,17,610
4190,4,1325,20,5,01:30AM,133895,76,698
4192,7,429,16,6,10:13PM,296431,3,909
4193,10,1476,19,3,09:20AM,237130,12,125
4194,5,206,17,2,05:06AM,249060,50,1067
4195,0,215,13,4,06:09PM,346571,52,367
4196,0,484,7,6,12:47AM,175797,58,1588
4197,8,586,16,5,02:04PM,464660,78,922
4198,3,499,4,4,07:22PM,275156,21,1596
4200,6,497,20,3,11:56AM,425176,20,506
4201,1,200,12,1,07:34PM,217915,20,278
4202,10,840,2,6,05:16AM,370522,26,1716
4203,10,537,1,3,07:54AM,271137,7,1038
4205,5,542,19,1,09:09AM,264105,81,378
4206,8,1000,15,2,06:23AM,367154,57,1328
4207,4,710,19,5,03:00PM,146540,89,1138
4208,4,1310,12,2,08:54AM,125079,35,1710
4210,5,496,2,5,08:53AM,256241,46,1241
4211,5,1206,16,3,05:11AM,336303,38,1981
4212,2,1396,4,5,01:39PM,356667,13,1521
4213,5,303,16,4,05:31PM,158235,79,191
4214,4,653,5,6,12:27AM,313876,47,1523
4215,5,783,5,6,01:23PM,276500,9,943
4216,8,1400,6,6,10:56AM,234390,30,1070
4217,4,197,11,2,06:04AM,449197,83,1250
4219,6,630,14,1,09:28PM,390273,22,1927
4220,10,628,13,2,06:45AM,227304,82,1125
4221,5,504,15,1,05:56PM,313042,11,1925
4222,1,444,16,1,05:03AM,335916,79,713
4223,4,127,14,3,01:02PM,406979,82,1228
4224,8,871,16,2,02:06PM,212768,6,1330
4225,2,969,19,3,12:32AM,221860,61,1649
4226,7,469,19,1,11:30PM,158235,71,1756
4227,0,48,18,4,05:24PM,448599,74,1001
4228,6,1065,10,5,09:46PM,265760,37,1811
4230,7,882,3,1,05:38AM,478614,66,1269
4231,4,1364,4,3,10:04PM,351846,2,759
4233,2,255,3,2,07:04AM,362641,75,1702
4235,5,1009,9,3,07:08PM,237869,39,357
4236,4,552,13,2,08:46AM,478614,74,665
4240,9,994,0,2,08:01AM,444406,48,1722
4241,10,849,13,3,08:21PM,196895,6,113
4242,6,1028,16,3,10:27AM,106489,79,1862
4243,8,463,15,1,12:34PM,234390,61,1048
4244,8,591,1,4,10:26AM,190465,61,964
4245,8,103,4,2,11:50AM,279521,55,389
4246,5,1244,4,6,03:16AM,197645,25,1630
4247,0,568,19,2,04:17PM,465817,8,1191
4249,5,1354,8,2,09:49AM,196396,64,1020
4251,0,197,1,6,09:05AM,270080,2,1079
4254,5,873,19,4,09:24PM,333694,15,750
4257,3,789,12,3,05:05PM,174968,74,1680
4260,2,1245,8,5,02:33PM,305295,5,659
4261,2,530,10,2,03:43PM,457945,90,1285
4263,2,1427,18,3,05:13PM,334972,9,443
4264,10,782,13,4,06:22AM,268440,69,553
4265,2,1454,11,3,12:00AM,372743,7,901
4266,6,277,5,3,11:58PM,488044,10,1463
4267,7,1103,2,3,01:19AM,472539,29,1675
4269,9,648,6,4,05:56AM,410990,76,1981
4270,3,846,6,6,08:34AM,333957,33,1549
4271,6,1344,12,3,07:29AM,190465,31,1519
4272,2,546,9,1,02:52AM,106540,46,1736
4273,5,492,18,1,12:44AM,124562,4,219
4277,3,1358,0,4,12:30PM,471707,15,966
4278,3,1252,11,1,06:18PM,203440,51,780
4279,4,1355,17,1,08:37AM,420667,42,1521
4280,3,40,13,1,02:04AM,161568,37,243
4281,6,254,15,3,11:37PM,271083,76,1310
4284,1,1169,6,2,01:49AM,217470,47,1862
4286,3,1288,10,4,05:31AM,318380,85,401
4287,6,964,20,4,01:52AM,154807,90,911
4289,3,1244,10,3,03:59AM,174838,34,1227
4291,9,337,2,6,05:32PM,178140,17,1598
4292,10,954,10,3,07:59PM,190465,24,1687
4293,2,227,3,1,03:14AM,391700,62,889
4295,10,1398,0,1,01:24PM,143043,77,630
4297,0,385,16,5,11:38PM,284562,87,1345
4298,7,1308,8,4,11:47AM,209265,2,1787
4299,1,777,4,5,02:38PM,222524,85,1010
4301,1,678,7,4,03:37PM,222524,58,1257
4302,6,1404,7,3,04:34AM,480855,62,137
4304,9,865,9,2,09:22AM,434572,28,1428
4307,5,552,11,6,05:12AM,274608,38,1555
4308,7,1361,3,2,02:54PM,122481,67,1230
4309,10,282,12,6,10:03PM,427838,31,677
4310,8,267,7,2,02:35AM,306307,70,1775
4311,10,123,15,4,03:51AM,152472,23,274
4312,3,1256,0,3,04:03AM,407911,31,946
4315,1,1014,13,6,02:05PM,427838,29,492
4316,2,579,17,3,10:25PM,199697,72,1909
4317,4,843,15,4,07:47AM,124562,33,259
4318,0,642,3,3,11:30PM,453577,80,1526
4320,3,1293,16,4,02:34PM,416622,13,184
4321,7,957,12,5,08:13PM,330730,43,1631
4322,10,364,1,6,02:32AM,269836,74,1302
4323,6,1109,15,4,04:04PM,158593,39,1106
4324,2,254,3,5,10:16PM,222524,47,103
4325,9,870,0,4,04:33PM,152610,72,325
4326,7,237,10,5,04:21PM,285493,84,1937
4327,3,466,1,6,04:25AM,425176,23,1105
4328,5,795,1,3,10:06AM,352855,62,1620
4329,0,510,14,6,09:15AM,335961,44,1576
4330,1,63,4,1,05:59PM,258236,65,766
4331,0,1032,7,6,12:51AM,222544,17,299
4333,1,1460,19,3,12:30PM,272962,21,836
4334,8,1398,2,4,08:31AM,493426,40,1247
4335,0,12,6,5,07:43PM,323357,52,220
4336,9,216,16,6,05:37AM,399416,17,1081
4338,10,835,1,4,04:56AM,388943,22,1837
4339,2,630,10,2,11:18AM,306668,29,1612
4340,5,1052,1,2,05:00PM,276500,36,1162
4341,4,311,8,4,06:01PM,276500,81,191
4342,9,666,2,5,02:00PM,276500,31,705
4345,4,570,4,1,07:59PM,136392,54,672
4346,3,459,10,1,06:39PM,264105,58,1625
4347,5,219,6,6,11:47AM,432412,76,1250
4348,8,252,11,6,03:50AM,207706,47,1827
4349,1,470,3,5,06:07PM,454089,39,942
4350,0,1478,8,3,05:09PM,408236,7,161
4351,3,974,10,4,02:39AM,352855,64,1300
4352,3,480,11,1,12:50AM,234390,20,585
4354,5,921,16,5,06:12PM,143254,34,1505
4357,2,655,18,6,09:16PM,413599,41,598
4358,7,828,15,1,06:27PM,433727,9,1494
4359,4,80,2,2,07:30PM,384799,18,1440
4360,5,548,3,1,03:06PM,445928,11,1715
4363,6,30,13,6,05:23AM,434652,80,447
4364,5,502,15,4,10:58PM,322853,4,674
4365,3,1257,9,1,05:13AM,346610,35,1143
4366,10,903,5,2,05:09PM,165744,78,1420
4368,4,924,3,2,08:10PM,321037,14,1129
4370,0,1160,14,5,10:36AM,123094,47,1065
4371,2,481,0,2,06:13AM,208611,13,1679
4372,3,228,15,3,11:57PM,344747,86,707
4374,3,1140,3,5,10:43AM,439490,56,407
4376,2,1492,6,2,06:38AM,230532,46,197
4377,0,1122,19,1,06:14AM,370353,34,276
4378,2,905,0,4,01:00PM,212604,61,1842
4379,9,1332,19,3,06:53AM,110686,37,1121
4380,8,336,7,5,10:30AM,205692,21,1338
4382,5,367,4,5,01:14PM,361130,65,832
4383,9,580,11,6,11:26PM,421851,59,621
4384,9,1183,13,4,07:28AM,106540,41,867
4385,8,1231,0,4,01:00PM,148159,79,263
4388,0,532,13,1,03:50AM,318404,30,938
4389,4,309,16,1,05:51PM,309190,18,1545
4390,2,666,11,3,08:53PM,135538,39,284
4391,4,1434,14,6,04:05PM,279383,39,818
4392,5,1419,15,2,07:15AM,219930,42,528
4394,7,600,15,3,03:18AM,375022,49,1404
4395,4,543,13,1,11:20AM,142866,36,673
4396,3,1055,10,6,02:48AM,320106,38,262
4397,1,638,13,1,02:54PM,318404,9,628
4399,3,1433,13,1,03:01PM,487230,39,1317
4400,4,538,16,1,01:14AM,185577,69,1173
4401,8,192,12,5,12:48PM,276500,34,285
4402,8,1473,1,5,09:28AM,106540,82,824
4403,0,387,18,5,07:05PM,116059,82,244
4404,5,1338,11,5,06:44AM,464660,39,109
4405,2,733,17,6,06:30PM,411230,9,448
4407,1,902,7,2,01:04PM,304505,50,156
4408,9,823,7,5,11:26AM,194571,29,1558
4410,9,504,4,3,01:52AM,135951,12,383
4411,10,14,14,6,12:27PM,444406,25,515
4412,5,1066,8,4,07:03AM,355684,43,1565
4413,7,943,15,5,12:18AM,265760,33,234
4414,4,972,11,6,03:59PM,293826,27,1241
4416,2,903,19,3,05:46AM,476166,73,1139
4418,10,257,19,5,10:50PM,227840,20,1786
4419,6,936,16,6,01:18PM,495763,73,849
4420,9,291,15,6,08:49PM,266621,49,1947
4421,3,1156,11,3,09:40PM,457849,27,1496
4422,7,88,14,6,09:08AM,478908,21,119
4423,3,939,12,5,03:41AM,485355,21,1735
4424,4,897,6,6,03:04AM,187034,72,938
4425,9,1128,3,3,04:00PM,352011,8,610
4426,8,1192,0,6,02:43AM,320998,50,893
4427,1,256,4,2,06:28PM,236170,66,623
4428,3,759,3,6,08:18PM,133895,65,1051
4429,6,216,11,3,05:08AM,136848,78,1204
4430,9,967,6,6,09:51PM,468803,65,1873
4431,7,226,12,3,06:53AM,172431,63,887
4432,5,849,14,1,11:18AM,165744,10,926
4433,9,604,1,4,02:14PM,467239,39,1013
4434,8,1469,17,1,11:26PM,142866,65,219
4436,9,1073,19,2,02:37AM,449716,78,1266
4437,10,883,9,4,08:38PM,342440,74,1007
4438,4,1470,4,3,04:23PM,319015,42,540
4441,8,1239,8,6,08:13AM,196575,43,828
4442,9,140,13,4,08:48AM,118917,36,1397
4443,9,334,2,4,12:26AM,165744,39,961
4444,5,96,19,3,01:44PM,110132,2,677
4445,1,1414,2,3,02:13PM,155774,24,1008
4446,9,532,1,1,04:30AM,243523,64,1872
4447,2,769,15,6,05:49PM,249663,38,905
4448,7,1444,20,6,04:58AM,370692,7,523
4449,5,138,0,4,01:32AM,288603,82,787
4450,1,1110,20,1,11:59AM,234059,32,1712
4451,10,472,5,3,09:45AM,110686,71,1066
4452,5,1468,0,6,01:12PM,287635,79,1875
